image_name,tags
file_12171,clear haze primary
file_12172,clear primary agriculture
file_12173,clear primary
file_12174,clear primary
file_12175,clear primary agriculture road
file_12176,clear primary
file_12177,clear primary
file_12178,clear primary
file_12179,partly_cloudy primary agriculture water
file_12180,partly_cloudy primary
file_12181,clear primary
file_12182,clear primary
file_12183,partly_cloudy cloudy primary agriculture
file_12184,clear primary agriculture cultivation habitation
file_12185,clear primary
file_12186,clear primary
file_12187,clear haze primary
file_12188,clear primary agriculture road bare_ground
file_12189,clear primary road
file_12190,clear primary
file_12191,clear primary
file_12192,partly_cloudy primary
file_12193,clear primary agriculture road cultivation
file_12194,partly_cloudy primary agriculture road
file_12195,haze cloudy primary agriculture road water
file_12196,clear primary agriculture cultivation
file_12197,clear cloudy water
file_12198,haze primary
file_12199,clear primary agriculture road cultivation habitation
file_12200,clear primary agriculture road water cultivation
file_12201,clear primary water
file_12202,clear primary agriculture road habitation
file_12203,clear primary
file_12204,clear primary
file_12205,clear primary agriculture road habitation
file_12206,clear primary agriculture road cultivation
file_12207,clear primary
file_12208,partly_cloudy primary agriculture road
file_12209,clear primary agriculture road
file_12210,clear primary
file_12211,clear primary water artisinal_mine
file_12212,clear haze primary agriculture road habitation
file_12213,clear primary
file_12214,clear primary
file_12215,clear primary agriculture road
file_12216,clear primary
file_12217,clear primary agriculture road water habitation
file_12218,clear primary agriculture bare_ground
file_12219,clear primary agriculture cultivation
file_12220,clear primary agriculture cultivation
file_12221,clear primary agriculture road
file_12222,clear primary
file_12223,cloudy
file_12224,partly_cloudy primary
file_12225,clear primary agriculture road water cultivation habitation
file_12226,partly_cloudy primary agriculture cultivation
file_12227,clear primary
file_12228,clear primary
file_12229,clear primary agriculture road habitation
file_12230,clear primary agriculture road cultivation habitation
file_12231,clear primary agriculture road
file_12232,clear haze primary agriculture road water
file_12233,partly_cloudy primary agriculture road
file_12234,clear primary
file_12235,partly_cloudy primary
file_12236,clear haze primary road water
file_12237,clear primary
file_12238,clear primary
file_12239,clear primary agriculture cultivation
file_12240,clear primary agriculture cultivation
file_12241,clear primary
file_12242,partly_cloudy primary agriculture road water
file_12243,clear primary agriculture road
file_12244,clear primary
file_12245,clear primary agriculture cultivation
file_12246,clear primary
file_12247,partly_cloudy primary water
file_12248,clear primary
file_12249,partly_cloudy primary agriculture road cultivation habitation
file_12250,partly_cloudy primary water
file_12251,clear primary agriculture cultivation
file_12252,cloudy
file_12253,clear primary agriculture road
file_12254,clear primary
file_12255,clear primary
file_12256,clear primary
file_12257,clear primary
file_12258,partly_cloudy primary
file_12259,partly_cloudy primary
file_12260,haze primary agriculture road cultivation
file_12261,clear primary
file_12262,clear primary agriculture road
file_12263,clear primary agriculture water cultivation habitation
file_12264,clear primary
file_12265,partly_cloudy primary
file_12266,clear primary water
file_12267,clear primary agriculture road habitation
file_12268,clear primary
file_12269,clear primary agriculture road water habitation
file_12270,clear primary agriculture road water cultivation habitation
file_12271,clear primary agriculture cultivation
file_12272,haze partly_cloudy primary
file_12273,clear primary
file_12274,clear primary road water
file_12275,clear primary agriculture road water habitation
file_12276,clear primary agriculture
file_12277,clear primary
file_12278,clear primary agriculture cultivation
file_12279,partly_cloudy primary agriculture road cultivation
file_12280,cloudy primary
file_12281,clear primary agriculture road cultivation habitation
file_12282,clear primary agriculture cultivation
file_12283,cloudy primary
file_12284,clear primary agriculture cultivation habitation
file_12285,partly_cloudy primary agriculture
file_12286,partly_cloudy primary agriculture
file_12287,partly_cloudy primary
file_12288,clear primary
file_12289,clear primary road water
file_12290,clear primary
file_12291,clear haze primary
file_12292,cloudy
file_12293,clear primary
file_12294,clear haze primary
file_12295,clear primary
file_12296,clear primary agriculture road water bare_ground
file_12297,clear primary agriculture road habitation
file_12298,partly_cloudy primary agriculture road habitation
file_12299,clear primary agriculture road habitation
file_12300,clear primary agriculture road cultivation
file_12301,clear primary agriculture road
file_12302,clear primary agriculture cultivation
file_12303,clear primary
file_12304,partly_cloudy primary water
file_12305,clear primary
file_12306,clear primary
file_12307,clear primary
file_12308,clear primary agriculture road water cultivation habitation
file_12309,haze primary
file_12310,partly_cloudy primary
file_12311,haze cloudy primary agriculture road water
file_12312,clear haze primary agriculture water
file_12313,partly_cloudy primary agriculture road water
file_12314,clear primary agriculture road water cultivation
file_12315,clear primary
file_12316,clear haze primary
file_12317,clear primary
file_12318,clear primary
file_12319,clear primary water
file_12320,clear primary
file_12321,cloudy
file_12322,clear primary
file_12323,clear primary agriculture road water habitation
file_12324,clear primary agriculture water
file_12325,haze cloudy primary
file_12326,clear primary
file_12327,clear primary agriculture road water habitation conventional_mine
file_12328,clear primary agriculture road water
file_12329,cloudy
file_12330,clear primary
file_12331,haze primary agriculture road water cultivation
file_12332,clear primary
file_12333,cloudy
file_12334,cloudy
file_12335,clear primary
file_12336,clear haze primary
file_12337,clear primary agriculture road
file_12338,clear primary
file_12339,clear primary water
file_12340,partly_cloudy primary agriculture road water cultivation habitation
file_12341,clear primary
file_12342,clear primary agriculture road habitation
file_12343,partly_cloudy primary water
file_12344,clear partly_cloudy primary
file_12345,partly_cloudy primary agriculture road
file_12346,clear primary
file_12347,clear primary water
file_12348,clear primary
file_12349,clear primary
file_12350,clear primary
file_12351,clear primary agriculture cultivation
file_12352,clear primary
file_12353,clear primary
file_12354,clear primary
file_12355,clear primary
file_12356,clear primary
file_12357,clear primary
file_12358,clear primary
file_12359,clear primary agriculture water bare_ground
file_12360,clear haze primary water
file_12361,cloudy primary
file_12362,clear primary water
file_12363,clear primary agriculture road water habitation
file_12364,clear primary agriculture road cultivation habitation
file_12365,clear primary agriculture road
file_12366,clear primary
file_12367,clear primary agriculture road
file_12368,clear primary
file_12369,partly_cloudy primary
file_12370,clear cloudy primary water
file_12371,clear primary
file_12372,haze partly_cloudy primary
file_12373,haze cloudy primary
file_12374,clear primary
file_12375,clear primary
file_12376,partly_cloudy primary
file_12377,cloudy
file_12378,clear primary agriculture road bare_ground
file_12379,clear primary agriculture road cultivation
file_12380,clear primary
file_12381,clear primary
file_12382,clear primary agriculture road water
file_12383,clear primary
file_12384,partly_cloudy primary
file_12385,cloudy
file_12386,partly_cloudy primary agriculture road habitation
file_12387,clear primary
file_12388,clear primary road habitation
file_12389,clear primary agriculture road
file_12390,clear primary
file_12391,clear primary water
file_12392,partly_cloudy primary
file_12393,clear primary
file_12394,clear primary road water selective_logging
